Or_ID,Prod_Rating,Delivery_Service_Rating
ORD05619,5,2
ORD05620,2,2
ORD05621,3,4
ORD05622,2,4
ORD05623,1,5
ORD05624,5,2
ORD05625,3,1
ORD05626,4,2
ORD05627,3,4
ORD05628,1,3
ORD05629,2,2
ORD05630,2,1
ORD05631,3,3
ORD05632,1,1
ORD05633,5,1
ORD05634,1,1
ORD05635,4,2
ORD05636,5,1
ORD05637,1,1
ORD05638,,4
ORD05639,3,5
ORD05640,4,3
ORD05641,4,3
ORD05642,3,4
ORD05643,4,4
ORD05644,5,5
ORD05645,4,3
ORD05646,2,2
ORD05647,5,5
ORD05648,1,2
ORD05649,1,1
ORD05650,3,5
ORD05651,2,2
ORD05652,1,4
ORD05653,4,3
ORD05654,2,3
ORD05655,5,2
ORD05656,5,1
ORD05657,2,5
ORD05658,3,5
ORD05659,3,2
ORD05660,5,1
ORD05661,3,4
ORD05662,4,2
ORD05663,2,2
ORD05664,3,5
ORD05665,2,3
ORD05666,2,5
ORD05667,3,2
ORD05668,4,3
ORD05669,5,2
ORD05670,3,4
ORD05671,2,5
ORD05672,1,5
ORD05673,3,4
ORD05674,4,4
ORD05675,5,5
ORD05676,2,4
ORD05677,1,
ORD05678,1,4
ORD05679,,4
ORD05680,4,2
ORD05681,2,2
ORD05682,1,
ORD05683,4,5
ORD05684,1,4
ORD05685,4,2
ORD05686,2,5
ORD05687,2,2
ORD05688,3,4
ORD05689,1,4
ORD05690,1,2
ORD05691,4,1
ORD05692,3,4
ORD05693,5,5
ORD05694,5,3
ORD05695,2,1
ORD05696,3,4
ORD05697,2,5
ORD05698,2,4
ORD05699,4,3
ORD05700,4,3
ORD05701,5,5
ORD05702,4,5
ORD05703,3,4
ORD05704,3,
ORD05705,5,2
ORD05706,3,
ORD05707,3,3
ORD05708,4,1
ORD05709,2,5
ORD05710,4,2
ORD05711,2,1
ORD05712,4,5
ORD05713,5,4
ORD05714,1,4
ORD05715,1,1
ORD05716,4,2
ORD05717,4,2
ORD05718,1,1
ORD05719,2,1
ORD05720,3,4
ORD05721,3,3
ORD05722,5,4
ORD05723,3,3
ORD05724,3,4
ORD05725,4,1
ORD05726,3,3
ORD05727,2,2
ORD05728,5,3
ORD05729,5,1
ORD05730,3,
ORD05731,5,2
ORD05732,3,4
ORD05733,4,3
ORD05734,3,4
ORD05735,3,2
ORD05736,3,3
ORD05737,1,4
ORD05738,2,5
ORD05739,2,1
ORD05740,5,3
ORD05741,2,2
ORD05742,5,3
ORD05743,3,4
ORD05744,1,1
ORD05745,5,4
ORD05746,4,3
ORD05747,2,1
ORD05748,3,3
ORD05749,3,2
ORD05750,3,5
ORD05751,1,5
ORD05752,5,1
ORD05753,1,1
ORD05754,4,1
ORD05755,4,2
ORD05756,4,3
ORD05757,1,4
ORD05758,1,5
ORD05759,,4
ORD05760,4,1
ORD05761,2,4
ORD05762,2,5
ORD05763,1,3
ORD05764,4,1
ORD05765,5,2
ORD05766,1,1
ORD05767,2,3
ORD05768,1,1
ORD05769,3,3
ORD05770,3,4
ORD05771,1,3
ORD05772,3,5
ORD05773,3,4
ORD05774,4,3
ORD05775,4,2
ORD05776,3,4
ORD05777,4,2
ORD05778,5,2
ORD05779,3,
ORD05780,,3
ORD05781,3,2
ORD05782,5,3
ORD05783,3,1
ORD05784,4,5
ORD05785,2,5
ORD05786,2,
ORD05787,2,1
ORD05788,2,3
ORD05789,1,3
ORD05790,2,3
ORD05791,3,4
ORD05792,4,2
ORD05793,3,4
ORD05794,5,1
ORD05795,1,5
ORD05796,1,2
ORD05797,2,2
ORD05798,2,3
ORD05799,2,5
ORD05800,4,4
ORD05801,3,
ORD05802,4,3
ORD05803,2,5
ORD05804,2,3
ORD05805,1,4
ORD05806,4,5
ORD05807,2,3
ORD05808,1,1
ORD05809,2,5
ORD05810,1,5
ORD05811,5,1
ORD05812,4,4
ORD05813,3,2
ORD05814,3,1
ORD05815,4,4
ORD05816,2,4
ORD05817,3,4
ORD05818,4,5
ORD05819,2,4
ORD05820,1,3
ORD05821,2,3
ORD05822,2,2
ORD05823,5,5
ORD05824,5,4
ORD05825,1,3
ORD05826,5,1
ORD05827,5,2
ORD05828,5,2
ORD05829,1,4
ORD05830,4,2
ORD05831,2,5
ORD05832,1,4
ORD05833,3,4
ORD05834,,2
ORD05835,5,3
ORD05836,3,4
ORD05837,2,4
ORD05838,3,2
ORD05839,3,4
ORD05840,1,4
ORD05841,1,1
ORD05842,3,5
ORD05843,1,1
ORD05844,3,1
ORD05845,5,1
ORD05846,5,5
ORD05847,2,4
ORD05848,,4
ORD05849,5,2
ORD05850,5,2
ORD05851,3,1
ORD05852,5,2
ORD05853,3,2
ORD05854,4,5
ORD05855,5,1
ORD05856,4,2
ORD05857,3,3
ORD05858,1,4
ORD05859,4,4
ORD05860,5,1
ORD05861,1,1
ORD05862,4,3
ORD05863,2,1
ORD05864,5,4
ORD05865,,3
ORD05866,2,1
ORD05867,3,5
ORD05868,2,4
ORD05869,3,5
ORD05870,5,4
ORD05871,1,4
ORD05872,4,2
ORD05873,4,1
ORD05874,5,4
ORD05875,5,1
ORD05876,1,3
ORD05877,5,5
ORD05878,1,4
ORD05879,1,1
ORD05880,3,2
ORD05881,4,1
ORD05882,2,4
ORD05883,3,4
ORD05884,1,5
ORD05885,1,2
ORD05886,2,2
ORD05887,4,1
ORD05888,3,5
ORD05889,5,2
ORD05890,4,4
ORD05891,5,2
ORD05892,3,1
ORD05893,,3
ORD05894,3,2
ORD05895,1,5
ORD05896,4,2
ORD05897,2,3
ORD05898,5,1
ORD05899,1,1
ORD05900,5,1
ORD05901,2,5
ORD05902,3,1
ORD05903,4,5
ORD05904,5,4
ORD05905,1,5
ORD05906,2,4
ORD05907,3,5
ORD05908,2,5
ORD05909,1,
ORD05910,5,1
ORD05911,2,4
ORD05912,5,3
ORD05913,4,2
ORD05914,2,2
ORD05915,3,5
ORD05916,5,1
ORD05917,5,3
ORD05918,4,1
ORD05919,2,5
ORD05920,1,2
ORD05921,,5
ORD05922,4,4
ORD05923,4,3
ORD05924,2,3
ORD05925,5,2
ORD05926,2,1
ORD05927,,5
ORD05928,4,3
ORD05929,1,4
ORD05930,3,5
ORD05931,,5
ORD05932,5,3
ORD05933,1,1
ORD05934,4,1
ORD05935,2,1
ORD05936,1,5
ORD05937,2,5
ORD05938,5,3
ORD05939,4,1
ORD05940,4,5
ORD05941,5,4
ORD05942,3,4
ORD05943,,4
ORD05944,3,2
ORD05945,5,1
ORD05946,5,1
ORD05947,5,5
ORD05948,3,3
ORD05949,3,4
ORD05950,4,4
ORD05951,5,2
ORD05952,4,
ORD05953,1,2
ORD05954,3,5
ORD05955,4,4
ORD05956,1,3
ORD05957,2,3
ORD05958,5,1
ORD05959,2,4
ORD05960,1,
ORD05961,5,4
ORD05962,3,5
ORD05963,2,1
ORD05964,4,2
ORD05965,1,5
ORD05966,5,1
ORD05967,3,5
ORD05968,2,5
ORD05969,,1
ORD05970,4,5
ORD05971,5,3
ORD05972,4,4
ORD05973,4,1
ORD05974,4,1
ORD05975,5,3
ORD05976,5,1
ORD05977,2,3
ORD05978,5,2
ORD05979,2,4
ORD05980,3,2
ORD05981,1,4
ORD05982,5,2
ORD05983,5,5
ORD05984,3,3
ORD05985,5,2
ORD05986,3,1
ORD05987,5,2
ORD05988,4,3
ORD05989,2,4
ORD05990,5,1
ORD05991,3,1
ORD05992,1,4
ORD05993,,4
ORD05994,1,4
ORD05995,5,2
ORD05996,1,5
ORD05997,4,2
ORD05998,5,1
ORD05999,5,2
ORD06000,5,5
ORD06001,1,2
ORD06002,3,3
ORD06003,2,5
ORD06004,1,5
ORD06005,1,2
ORD06006,2,4
ORD06007,2,3
ORD06008,5,5
ORD06009,5,3
ORD06010,4,3
ORD06011,5,1
ORD06012,1,2
ORD06013,2,4
ORD06014,4,4
ORD06015,3,1
ORD06016,5,5
ORD06017,4,4
ORD06018,3,5
ORD06019,3,3
ORD06020,4,2
ORD06021,1,1
ORD06022,2,3
ORD06023,1,4
ORD06024,2,5
ORD06025,3,1
ORD06026,5,4
ORD06027,3,2
ORD06028,4,4
ORD06029,2,5
ORD06030,5,4
ORD06031,4,2
ORD06032,3,5
ORD06033,5,3
ORD06034,2,3
ORD06035,3,3
ORD06036,5,
ORD06037,1,3
ORD06038,2,5
ORD06039,1,3
ORD06040,1,3
ORD06041,5,
ORD06042,1,4
ORD06043,5,4
ORD06044,3,1
ORD06045,4,5
ORD06046,1,
ORD06047,5,3
ORD06048,1,1
ORD06049,2,4
ORD06050,4,2
ORD06051,3,3
ORD06052,2,1
ORD06053,2,2
ORD06054,3,5
ORD06055,3,4
ORD06056,5,5
ORD06057,2,5
ORD06058,2,2
ORD06059,2,5
ORD06060,1,2
ORD06061,5,1
ORD06062,1,5
ORD06063,1,1
ORD06064,2,2
ORD06065,5,5
ORD06066,4,1
ORD06067,5,5
ORD06068,2,1
ORD06069,3,5
ORD06070,4,
ORD06071,5,5
ORD06072,4,3
ORD06073,2,4
ORD06074,2,2
ORD06075,1,5
ORD06076,5,5
ORD06077,3,4
ORD06078,1,3
ORD06079,3,4
ORD06080,3,1
ORD06081,2,5
ORD06082,5,4
ORD06083,3,4
ORD06084,1,1
ORD06085,1,2
ORD06086,1,2
ORD06087,5,1
ORD06088,1,4
ORD06089,4,2
ORD06090,2,5
ORD06091,2,5
ORD06092,5,5
ORD06093,,2
ORD06094,2,5
ORD06095,2,1
ORD06096,1,5
ORD06097,2,2
ORD06098,4,4
ORD06099,1,
ORD06100,4,4
ORD06101,5,1
ORD06102,4,1
ORD06103,1,3
ORD06104,4,3
ORD06105,1,3
ORD06106,5,4
ORD06107,2,1
ORD06108,3,4
ORD06109,2,4
ORD06110,4,4
ORD06111,3,5
ORD06112,3,2
ORD06113,1,2
ORD06114,5,1
ORD06115,5,5
ORD06116,3,1
ORD06117,2,5
ORD06118,1,4
ORD06119,3,3
ORD06120,1,4
ORD06121,1,2
ORD06122,4,1
ORD06123,4,2
ORD06124,3,4
ORD06125,4,4
ORD06126,3,2
ORD06127,2,
ORD06128,3,3
ORD06129,5,3
ORD06130,4,2
ORD06131,4,3
ORD06132,1,3
ORD06133,2,4
ORD06134,3,4
ORD06135,1,3
ORD06136,3,5
ORD06137,1,1
ORD06138,3,2
ORD06139,1,4
ORD06140,2,3
ORD06141,,2
ORD06142,4,2
ORD06143,2,4
ORD06144,3,5
ORD06145,3,4
ORD06146,3,4
ORD06147,5,4
ORD06148,3,4
ORD06149,2,5
ORD06150,3,1
ORD06151,1,3
ORD06152,3,1
ORD06153,2,2
ORD06154,2,4
ORD06155,5,2
ORD06156,2,
ORD06157,1,4
ORD06158,4,3
ORD06159,1,1
ORD06160,5,5
ORD06161,2,5
ORD06162,5,2
ORD06163,3,3
ORD06164,5,
ORD06165,,5
ORD06166,2,5
ORD06167,5,4
ORD06168,2,2
ORD06169,5,5
ORD06170,3,5
ORD06171,1,2
ORD06172,1,
ORD06173,2,1
ORD06174,3,3
ORD06175,4,1
ORD06176,5,1
ORD06177,5,5
ORD06178,1,4
ORD06179,2,2
ORD06180,4,3
ORD06181,4,3
ORD06182,2,3
ORD06183,5,3
ORD06184,2,3
ORD06185,3,2
ORD06186,5,4
ORD06187,,2
ORD06188,4,2
ORD06189,2,2
ORD06190,5,3
ORD06191,4,1
ORD06192,5,5
ORD06193,4,4
ORD06194,2,3
ORD06195,3,
ORD06196,3,4
ORD06197,1,1
ORD06198,4,3
ORD06199,5,1
ORD06200,3,5
ORD06201,5,3
ORD06202,5,1
ORD06203,4,5
ORD06204,1,3
ORD06205,3,4
ORD06206,5,4
ORD06207,5,5
ORD06208,3,5
ORD06209,2,4
ORD06210,1,1
ORD06211,4,3
ORD06212,4,5
ORD06213,5,2
ORD06214,,1
ORD06215,3,2
ORD06216,5,1
ORD06217,5,4
ORD06218,,5
ORD06219,5,3
ORD06220,2,3
ORD06221,5,2
ORD06222,1,5
ORD06223,1,3
ORD06224,2,3
ORD06225,5,5
ORD06226,4,4
ORD06227,4,4
ORD06228,1,2
ORD06229,4,3
ORD06230,4,2
ORD06231,2,4
ORD06232,2,3
ORD06233,3,2
ORD06234,1,
ORD06235,3,5
ORD06236,5,4
ORD06237,1,5
ORD06238,5,5
ORD06239,,2
ORD06240,1,5
ORD06241,5,3
ORD06242,1,1
ORD06243,2,1
ORD06244,5,4
ORD06245,2,5
ORD06246,4,2
ORD06247,4,4
ORD06248,2,1
ORD06249,3,1
ORD06250,1,2
ORD06251,,1
ORD06252,3,1
ORD06253,2,1
ORD06254,5,2
ORD06255,,4
ORD06256,1,2
ORD06257,2,1
ORD06258,5,1
ORD06259,4,2
ORD06260,5,4
ORD06261,5,3
ORD06262,2,1
ORD06263,5,2
ORD06264,2,3
ORD06265,3,2
ORD06266,2,2
ORD06267,5,2
ORD06268,1,5
ORD06269,3,1
ORD06270,1,1
ORD06271,3,1
ORD06272,1,1
ORD06273,4,4
ORD06274,1,5
ORD06275,2,3
ORD06276,5,1
ORD06277,3,5
ORD06278,5,3
ORD06279,5,4
ORD06280,4,3
ORD06281,3,5
ORD06282,1,5
ORD06283,2,4
ORD06284,3,3
ORD06285,5,2
ORD06286,3,3
ORD06287,2,2
ORD06288,3,5
ORD06289,1,1
ORD06290,1,5
ORD06291,2,4
ORD06292,5,2
ORD06293,2,
ORD06294,1,3
ORD06295,3,3
ORD06296,4,
ORD06297,1,5
ORD06298,3,2
ORD06299,4,2
ORD06300,3,4
ORD06301,1,2
ORD06302,2,2
ORD06303,4,4
ORD06304,3,4
ORD06305,3,5
ORD06306,1,3
ORD06307,1,4
ORD06308,3,2
ORD06309,4,3
ORD06310,3,2
ORD06311,,2
ORD06312,2,4
ORD06313,2,4
ORD06314,2,4
ORD06315,,5
ORD06316,5,2
ORD06317,4,3
ORD06318,1,2
ORD06319,2,1
ORD06320,5,
ORD06321,4,2
ORD06322,1,5
ORD06323,3,3
ORD06324,1,2
ORD06325,3,2
ORD06326,1,3
ORD06327,2,3
ORD06328,1,2
ORD06329,5,3
ORD06330,3,
ORD06331,3,4
ORD06332,2,1
ORD06333,2,1
ORD06334,4,5
ORD06335,5,4
ORD06336,2,3
ORD06337,,2
ORD06338,4,2
ORD06339,2,5
ORD06340,1,3
ORD06341,3,3
ORD06342,2,1
ORD06343,5,3
ORD06344,5,4
ORD06345,1,1
ORD06346,4,4
ORD06347,3,4
ORD06348,3,5
ORD06349,4,4
ORD06350,4,1
ORD06351,1,4
ORD06352,2,3
ORD06353,4,2
ORD06354,2,3
ORD06355,2,1
ORD06356,4,1
ORD06357,1,5
ORD06358,5,5
ORD06359,2,3
ORD06360,1,2
ORD06361,5,2
ORD06362,1,3
ORD06363,3,3
ORD06364,3,5
ORD06365,2,5
ORD06366,2,2
ORD06367,1,1
ORD06368,1,5
ORD06369,4,5
ORD06370,2,1
ORD06371,2,2
ORD06372,3,5
ORD06373,3,1
ORD06374,5,2
ORD06375,5,2
ORD06376,5,3
ORD06377,2,4
ORD06378,5,4
ORD06379,1,2
ORD06380,4,2
ORD06381,1,3
ORD06382,4,4
ORD06383,,4
ORD06384,5,5
ORD06385,5,3
ORD06386,4,
ORD06387,5,1
ORD06388,1,4
ORD06389,4,2
ORD06390,3,5
ORD06391,5,2
ORD06392,3,3
ORD06393,1,2
ORD06394,1,4
ORD06395,3,
ORD06396,1,2
ORD06397,2,1
ORD06398,3,2
ORD06399,4,5
ORD06400,5,1
ORD06401,1,2
ORD06402,2,4
ORD06403,3,4
ORD06404,3,5
ORD06405,1,2
ORD06406,5,4
ORD06407,5,2
ORD06408,2,5
ORD06409,1,3
ORD06410,3,1
ORD06411,4,4
ORD06412,1,3
ORD06413,3,1
ORD06414,2,4
ORD06415,4,5
ORD06416,1,1
ORD06417,,4
ORD06418,4,3
ORD06419,3,5
ORD06420,2,
ORD06421,,4
ORD06422,3,
ORD06423,3,1
ORD06424,4,4
ORD06425,4,4
ORD06426,4,1
ORD06427,4,5
ORD06428,4,1
ORD06429,2,2
ORD06430,2,4
ORD06431,5,5
ORD06432,3,3
ORD06433,,1
ORD06434,2,2
ORD06435,5,
ORD06436,5,3
ORD06437,2,3
ORD06438,3,3
ORD06439,2,4
ORD06440,4,4
ORD06441,3,1
ORD06442,5,5
ORD06443,4,2
ORD06444,1,2
ORD06445,5,3
ORD06446,1,4
ORD06447,5,2
ORD06448,3,2
ORD06449,2,4
ORD06450,1,2
ORD06451,4,5
ORD06452,2,2
ORD06453,4,3
ORD06454,2,4
ORD06455,1,1
ORD06456,3,5
ORD06457,4,4
ORD06458,1,2
ORD06459,4,3
ORD06460,2,1
ORD06461,4,3
ORD06462,2,2
ORD06463,4,3
ORD06464,5,4
ORD06465,3,2
ORD06466,4,2
ORD06467,1,4
ORD06468,1,2
ORD06469,5,1
ORD06470,4,5
ORD06471,3,4
ORD06472,1,4
ORD06473,1,2
ORD06474,4,1
ORD06475,2,3
ORD06476,4,5
ORD06477,2,2
ORD06478,1,3
ORD06479,1,4
ORD06480,4,1
ORD06481,,1
ORD06482,4,4
ORD06483,3,4
ORD06484,,3
ORD06485,5,1
ORD06486,5,3
ORD06487,1,2
ORD06488,4,1
ORD06489,3,2
ORD06490,4,2
ORD06491,5,3
ORD06492,2,5
ORD06493,4,3
ORD06494,1,1
ORD06495,1,2
ORD06496,4,4
ORD06497,4,2
ORD06498,5,4
ORD06499,2,1
ORD06500,5,1
ORD06501,5,5
ORD06502,3,1
ORD06503,5,5
ORD06504,3,3
ORD06505,5,5
ORD06506,1,3
ORD06507,3,2
ORD06508,3,2
ORD06509,,4
ORD06510,5,1
ORD06511,5,4
ORD06512,5,2
ORD06513,5,5
ORD06514,5,2
ORD06515,1,5
ORD06516,5,3
ORD06517,3,5
ORD06518,2,3
ORD06519,2,3
ORD06520,4,5
ORD06521,3,4
ORD06522,4,2
ORD06523,2,1
ORD06524,4,4
ORD06525,4,4
ORD06526,5,5
ORD06527,1,4
ORD06528,1,1
ORD06529,1,4
ORD06530,2,4
ORD06531,1,4
ORD06532,3,3
ORD06533,4,4
ORD06534,3,5
ORD06535,2,2
ORD06536,5,4
ORD06537,1,3
ORD06538,5,5
ORD06539,4,5
ORD06540,3,5
ORD06541,4,3
ORD06542,1,4
ORD06543,3,5
ORD06544,4,4
ORD06545,2,1
ORD06546,3,3
ORD06547,5,3
ORD06548,1,4
ORD06549,5,3
ORD06550,2,2
ORD06551,5,1
ORD06552,3,1
ORD06553,1,5
ORD06554,1,5
ORD06555,2,1
ORD06556,4,2
ORD06557,5,2
ORD06558,1,4
ORD06559,4,2
ORD06560,4,2
ORD06561,1,4
ORD06562,3,1
ORD06563,4,2
ORD06564,5,3
ORD06565,3,1
ORD06566,,1
ORD06567,4,3
ORD06568,4,3
ORD06569,1,
ORD06570,5,2
ORD06571,4,4
ORD06572,5,3
ORD06573,1,2
ORD06574,4,1
ORD06575,2,3
ORD06576,2,3
ORD06577,2,2
ORD06578,2,3
ORD06579,4,4
ORD06580,3,4
ORD06581,3,2
ORD06582,5,4
ORD06583,,2
ORD06584,1,3
ORD06585,3,5
ORD06586,2,4
ORD06587,1,1
ORD06588,4,3
ORD06589,1,2
ORD06590,1,2
ORD06591,3,3
ORD06592,2,5
ORD06593,4,5
ORD06594,2,5
ORD06595,1,4
ORD06596,1,4
ORD06597,3,3
ORD06598,3,3
ORD06599,5,5
ORD06600,5,5
ORD06601,1,3
ORD06602,1,4
ORD06603,1,3
ORD06604,5,4
ORD06605,4,3
ORD06606,4,5
ORD06607,4,1
ORD06608,1,4
ORD06609,3,1
ORD06610,2,5
ORD06611,4,5
ORD06612,2,4
ORD06613,4,1
ORD06614,4,4
ORD06615,3,2
ORD06616,2,3
ORD06617,3,2
ORD06618,5,1
ORD06619,3,2
ORD06620,5,2
ORD06621,5,2
ORD06622,5,2
ORD06623,3,5
ORD06624,4,5
ORD06625,4,5
ORD06626,2,5
ORD06627,3,3
ORD06628,1,5
ORD06629,5,4
ORD06630,3,3
ORD06631,4,1
ORD06632,3,3
ORD06633,4,4
ORD06634,3,5
ORD06635,4,4
ORD06636,3,2
ORD06637,4,1
ORD06638,4,3
ORD06639,2,3
ORD06640,1,5
ORD06641,4,5
ORD06642,2,1
ORD06643,1,4
ORD06644,4,5
ORD06645,3,4
ORD06646,4,3
ORD06647,3,3
ORD06648,3,4
ORD06649,4,3
ORD06650,3,1
ORD06651,4,1
ORD06652,1,5
ORD06653,5,3
ORD06654,1,3
ORD06655,5,1
ORD06656,4,1
ORD06657,2,2
ORD06658,1,5
ORD06659,5,
ORD06660,1,1
ORD06661,1,2
ORD06662,2,5
ORD06663,2,3
ORD06664,5,5
ORD06665,5,3
ORD06666,1,2
ORD06667,2,1
ORD06668,2,1
ORD06669,1,5
ORD06670,1,3
ORD06671,2,2
ORD06672,2,3
ORD06673,5,1
ORD06674,1,4
ORD06675,2,3
ORD06676,2,4
ORD06677,5,1
ORD06678,3,4
ORD06679,2,2
ORD06680,5,1
ORD06681,3,4
ORD06682,4,2
ORD06683,2,4
ORD06684,3,3
ORD06685,5,4
ORD06686,1,4
ORD06687,5,3
ORD06688,3,5
ORD06689,4,1
ORD06690,5,
ORD06691,2,
ORD06692,1,
ORD06693,1,1
ORD06694,5,5
ORD06695,4,1
ORD06696,4,4
ORD06697,4,5
ORD06698,1,2
ORD06699,3,2
ORD06700,3,5
ORD06701,3,2
ORD06702,5,5
ORD06703,5,5
ORD06704,3,3
ORD06705,2,5
ORD06706,2,4
ORD06707,3,5
ORD06708,1,4
ORD06709,,5
ORD06710,5,4
ORD06711,4,2
ORD06712,3,5
ORD06713,1,2
ORD06714,1,2
ORD06715,2,3
ORD06716,1,5
ORD06717,4,4
ORD06718,2,5
ORD06719,3,1
ORD06720,2,2
ORD06721,1,1
ORD06722,5,1
ORD06723,5,5
ORD06724,2,4
ORD06725,1,2
ORD06726,2,1
ORD06727,1,4
ORD06728,3,2
ORD06729,1,3
ORD06730,2,2
ORD06731,5,5
ORD06732,2,5
ORD06733,5,4
ORD06734,4,1
ORD06735,2,3
ORD06736,4,5
ORD06737,4,2
ORD06738,4,1
ORD06739,2,1
ORD06740,1,1
ORD06741,2,2
ORD06742,1,1
ORD06743,1,5
ORD06744,3,3
ORD06745,5,4
ORD06746,4,5
ORD06747,1,1
ORD06748,5,4
ORD06749,4,
ORD06750,5,2
ORD06751,1,1
ORD06752,4,2
ORD06753,4,2
ORD06754,4,3
ORD06755,4,1
ORD06756,,4
ORD06757,2,2
ORD06758,5,5
ORD06759,1,3
ORD06760,2,1
ORD06761,5,5
ORD06762,2,5
ORD06763,2,3
ORD06764,3,3
ORD06765,3,4
ORD06766,4,4
ORD06767,3,4
ORD06768,5,1
ORD06769,4,4
ORD06770,2,1
ORD06771,1,1
ORD06772,1,3
ORD06773,5,5
ORD06774,5,1
ORD06775,1,3
ORD06776,4,4
ORD06777,2,5
ORD06778,4,3
ORD06779,2,2
ORD06780,2,1
ORD06781,1,4
ORD06782,4,5
ORD06783,5,4
ORD06784,2,2
ORD06785,1,1
ORD06786,1,1
ORD06787,4,3
ORD06788,3,1
ORD06789,5,5
ORD06790,1,3
ORD06791,1,2
ORD06792,1,1
ORD06793,3,1
ORD06794,3,2
ORD06795,1,
ORD06796,5,5
ORD06797,,5
ORD06798,1,3
ORD06799,,
ORD06800,5,1
ORD06801,3,4
ORD06802,5,1
ORD06803,,1
ORD06804,1,4
ORD06805,2,3
ORD06806,1,4
ORD06807,1,4
ORD06808,2,5
ORD06809,4,2
ORD06810,1,2
ORD06811,3,4
ORD06812,2,2
ORD06813,1,5
ORD06814,1,4
ORD06815,5,
ORD06816,1,4
ORD06817,4,1
ORD06818,3,5
ORD06819,2,1
ORD06820,3,3
ORD06821,3,5
ORD06822,1,2
ORD06823,1,3
ORD06824,4,5
ORD06825,2,2
ORD06826,2,2
ORD06827,3,4
ORD06828,3,1
ORD06829,4,3
ORD06830,5,4
ORD06831,3,2
ORD06832,,1
ORD06833,2,5
ORD06834,3,4
ORD06835,2,1
ORD06836,3,3
ORD06837,2,3
ORD06838,3,3
ORD06839,3,2
ORD06840,1,4
ORD06841,3,5
ORD06842,3,3
ORD06843,5,5
ORD06844,4,1
ORD06845,5,5
ORD06846,2,5
ORD06847,2,4
ORD06848,3,4
ORD06849,4,2
ORD06850,2,2
ORD06851,4,5
ORD06852,3,4
ORD06853,5,3
ORD06854,3,5
ORD06855,1,
ORD06856,3,2
ORD06857,3,5
ORD06858,5,4
ORD06859,4,2
ORD06860,4,5
ORD06861,3,1
ORD06862,4,1
ORD06863,2,5
ORD06864,4,3
ORD06865,5,5
ORD06866,2,2
ORD06867,2,5
ORD06868,1,
ORD06869,1,5
ORD06870,5,3
ORD06871,2,1
ORD06872,3,1
ORD06873,3,1
ORD06874,1,4
ORD06875,3,3
ORD06876,3,2
ORD06877,3,2
ORD06878,2,2
ORD06879,1,5
ORD06880,3,1
ORD06881,5,4
ORD06882,2,2
ORD06883,3,1
ORD06884,2,5
ORD06885,1,1
ORD06886,2,1
ORD06887,4,2
ORD06888,2,1
ORD06889,3,2
ORD06890,2,5
ORD06891,1,1
ORD06892,5,4
ORD06893,4,1
ORD06894,5,4
ORD06895,5,
ORD06896,3,5
ORD06897,3,3
ORD06898,4,5
ORD06899,1,2
ORD06900,5,2
ORD06901,2,4
ORD06902,5,2
ORD06903,4,1
ORD06904,5,3
ORD06905,5,1
ORD06906,3,1
ORD06907,3,5
ORD06908,2,1
ORD06909,5,3
ORD06910,2,5
ORD06911,4,1
ORD06912,5,1
ORD06913,5,4
ORD06914,1,1
ORD06915,3,4
ORD06916,4,3
ORD06917,5,2
ORD06918,1,4
ORD06919,1,5
ORD06920,5,4
ORD06921,5,3
ORD06922,2,4
ORD06923,3,2
ORD06924,5,1
ORD06925,5,5
ORD06926,4,2
ORD06927,1,2
ORD06928,3,4
ORD06929,5,1
ORD06930,4,5
ORD06931,5,3
ORD06932,3,2
ORD06933,2,3
ORD06934,5,4
ORD06935,3,3
ORD06936,5,1
ORD06937,3,3
ORD06938,2,5
ORD06939,4,1
ORD06940,5,1
ORD06941,3,3
ORD06942,2,2
ORD06943,5,5
ORD06944,3,4
ORD06945,2,3
ORD06946,3,2
ORD06947,2,2
ORD06948,1,1
ORD06949,4,2
ORD06950,2,3
ORD06951,4,5
ORD06952,1,2
ORD06953,3,3
ORD06954,4,5
ORD06955,1,
ORD06956,4,1
ORD06957,3,5
ORD06958,5,3
ORD06959,4,4
ORD06960,1,1
ORD06961,3,4
ORD06962,2,4
ORD06963,4,3
ORD06964,3,5
ORD06965,3,2
ORD06966,1,4
ORD06967,1,5
ORD06968,5,1
ORD06969,4,2
ORD06970,2,2
ORD06971,2,3
ORD06972,4,5
ORD06973,3,
ORD06974,2,2
ORD06975,4,5
ORD06976,5,3
ORD06977,3,1
ORD06978,3,3
ORD06979,3,3
ORD06980,4,3
ORD06981,1,4
ORD06982,3,1
ORD06983,2,2
ORD06984,2,3
ORD06985,4,3
ORD06986,1,4
ORD06987,4,2
ORD06988,,2
ORD06989,2,5
ORD06990,,3
ORD06991,4,1
ORD06992,3,5
ORD06993,3,2
ORD06994,2,3
ORD06995,5,1
ORD06996,1,3
ORD06997,3,5
ORD06998,5,2
ORD06999,5,2
ORD07000,2,5
ORD07001,3,2
ORD07002,3,3
ORD07003,3,1
ORD07004,4,2
ORD07005,2,2
ORD07006,2,2
ORD07007,3,3
ORD07008,3,2
ORD07009,4,5
ORD07010,5,1
ORD07011,3,5
ORD07012,2,1
ORD07013,4,2
ORD07014,2,5
ORD07015,5,1
ORD07016,4,5
ORD07017,4,2
ORD07018,3,
ORD07019,1,2
ORD07020,5,2
ORD07021,1,2
ORD07022,1,3
ORD07023,3,2
ORD07024,3,1
